Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to parallel pool with 8 workers.
2024-01-05_12:26:30:483 pEMG_processing started
2024-01-05_12:26:30:568 pEMG_save started
2024-01-05_12:26:34:052 pEMG_worker started
2024-01-05_12:26:34:237 pEEG_save started
2024-01-05_12:26:36:292 pEEG_processing started
2024-01-05_12:26:38:569 pEEG_worker started
2024-01-05_12:26:38:570 All processes started
2024-01-05_12:26:34:060 EMG Worker checking for start
2024-01-05_12:26:38:577 EMG Worker start command receieved
2024-01-05_12:26:38:577 EEG Save, receieved start command
2024-01-05_12:26:42:934 EMG Worker, scans read: 2700
2024-01-05_12:26:42:936 EMG Worker, scans read: 2700
2024-01-05_12:26:42:939 EMG Worker, scans read: 2700
2024-01-05_12:26:42:941 EMG Worker, scans read: 2700
2024-01-05_12:26:42:943 EMG Worker, scans read: 2700
2024-01-05_12:26:42:946 EMG Worker, scans read: 2700
2024-01-05_12:26:42:949 EMG Worker, scans read: 2700
2024-01-05_12:26:42:952 EMG Worker, scans read: 2700
2024-01-05_12:26:42:954 EMG Worker, scans read: 2700
2024-01-05_12:26:42:956 EMG Worker, scans read: 2700
2024-01-05_12:26:42:959 EMG Worker, scans read: 2700
2024-01-05_12:26:42:961 EMG Worker, scans read: 2700
2024-01-05_12:26:42:964 EMG Worker, scans read: 2700
2024-01-05_12:26:42:967 EMG Worker, scans read: 2700
2024-01-05_12:26:42:969 EMG Worker, scans read: 2700
2024-01-05_12:26:42:971 EMG Worker, scans read: 2700
2024-01-05_12:26:42:974 EMG Worker, scans read: 2700
2024-01-05_12:26:42:977 EMG Worker, scans read: 2700
2024-01-05_12:26:42:980 EMG Worker, scans read: 2700
2024-01-05_12:26:42:983 EMG Worker, scans read: 2700
2024-01-05_12:26:42:985 EMG Worker, scans read: 2700
2024-01-05_12:26:42:988 EMG Worker, scans read: 2700
2024-01-05_12:26:42:990 EMG Worker, scans read: 2700
2024-01-05_12:26:42:992 EMG Worker, scans read: 2700
2024-01-05_12:26:42:995 EMG Worker, scans read: 2700
2024-01-05_12:26:42:997 EMG Worker, scans read: 2700
2024-01-05_12:26:42:999 EMG Worker, scans read: 2700
2024-01-05_12:26:43:001 EMG Worker, scans read: 2700
2024-01-05_12:26:43:003 EMG Worker, scans read: 2700
2024-01-05_12:26:43:005 EMG Worker, scans read: 2700
2024-01-05_12:26:43:008 EMG Worker, scans read: 2700
2024-01-05_12:26:43:011 EMG Worker, scans read: 2700
2024-01-05_12:26:43:014 EMG Worker, scans read: 2700
2024-01-05_12:26:43:017 EMG Worker, scans read: 2700
2024-01-05_12:26:43:019 EMG Worker, scans read: 2700
2024-01-05_12:26:43:022 EMG Worker, scans read: 2700
2024-01-05_12:26:43:025 EMG Worker, scans read: 2700
2024-01-05_12:26:43:027 EMG Worker, scans read: 2700
2024-01-05_12:26:43:030 EMG Worker, scans read: 2700
2024-01-05_12:26:43:032 EMG Worker, scans read: 2700
2024-01-05_12:26:43:035 EMG Worker, scans read: 2700
2024-01-05_12:26:43:037 EMG Worker, scans read: 2700
2024-01-05_12:26:43:040 EMG Worker, scans read: 2700
2024-01-05_12:26:43:043 EMG Worker, scans read: 2700
2024-01-05_12:26:43:045 EMG Worker, scans read: 2700
2024-01-05_12:26:43:048 EMG Worker, scans read: 2700
2024-01-05_12:26:43:050 EMG Worker, scans read: 2700
2024-01-05_12:26:43:053 EMG Worker, scans read: 2700
2024-01-05_12:26:43:056 EMG Worker, scans read: 2700
2024-01-05_12:26:43:058 EMG Worker, scans read: 2700
2024-01-05_12:26:43:061 EMG Worker, scans read: 2700
2024-01-05_12:26:43:063 EMG Worker, scans read: 2700
2024-01-05_12:26:43:066 EMG Worker, scans read: 2700
2024-01-05_12:26:43:068 EMG Worker, scans read: 2700
2024-01-05_12:26:43:071 EMG Worker, scans read: 2700
2024-01-05_12:26:43:074 EMG Worker, scans read: 2700
2024-01-05_12:26:43:077 EMG Worker, scans read: 2700
2024-01-05_12:26:43:079 EMG Worker, scans read: 2700
2024-01-05_12:26:43:082 EMG Worker, scans read: 2700
2024-01-05_12:26:43:085 EMG Worker, scans read: 2700
2024-01-05_12:26:43:088 EMG Worker, scans read: 2700
2024-01-05_12:26:43:090 EMG Worker, scans read: 2700
2024-01-05_12:26:43:093 EMG Worker, scans read: 2700
2024-01-05_12:26:43:095 EMG Worker, scans read: 2700
2024-01-05_12:26:43:098 EMG Worker, scans read: 2700
2024-01-05_12:26:43:101 EMG Worker, scans read: 2700
2024-01-05_12:26:43:104 EMG Worker, scans read: 2700
2024-01-05_12:26:43:106 EMG Worker, scans read: 2700
2024-01-05_12:26:43:109 EMG Worker, scans read: 2700
2024-01-05_12:26:43:111 EMG Worker, scans read: 2700
2024-01-05_12:26:43:113 EMG Worker, scans read: 2700
2024-01-05_12:26:43:116 EMG Worker, scans read: 2700
2024-01-05_12:26:43:119 EMG Worker, scans read: 2700
2024-01-05_12:26:43:121 EMG Worker, scans read: 2700
2024-01-05_12:26:43:123 EMG Worker, scans read: 2700
2024-01-05_12:26:43:125 EMG Worker, scans read: 2700
2024-01-05_12:26:43:127 EMG Worker, scans read: 2700
2024-01-05_12:26:43:129 EMG Worker, scans read: 2700
2024-01-05_12:26:43:130 EMG Worker, scans read: 2700
2024-01-05_12:26:43:133 EMG Worker, scans read: 2700
2024-01-05_12:26:43:135 EMG Worker, scans read: 2700
2024-01-05_12:26:43:138 EMG Worker, scans read: 2700
2024-01-05_12:26:43:141 EMG Worker, scans read: 2700
2024-01-05_12:26:43:145 EMG Worker, scans read: 2700
2024-01-05_12:26:43:148 EMG Worker, scans read: 2700
2024-01-05_12:26:43:151 EMG Worker, scans read: 2700
2024-01-05_12:26:43:154 EMG Worker, scans read: 2700
2024-01-05_12:26:43:156 EMG Worker, scans read: 2700
2024-01-05_12:26:43:158 EMG Worker, scans read: 2700
2024-01-05_12:26:43:161 EMG Worker, scans read: 2700
2024-01-05_12:26:43:163 EMG Worker, scans read: 2700
2024-01-05_12:26:43:166 EMG Worker, scans read: 2700
2024-01-05_12:26:43:168 EMG Worker, scans read: 2700
2024-01-05_12:26:43:171 EMG Worker, scans read: 2700
2024-01-05_12:26:43:173 EMG Worker, scans read: 2700
2024-01-05_12:26:43:176 EMG Worker, scans read: 2700
2024-01-05_12:26:43:178 EMG Worker, scans read: 2700
2024-01-05_12:26:43:181 EMG Worker, scans read: 2700
2024-01-05_12:26:43:184 EMG Worker, scans read: 2700
2024-01-05_12:26:43:186 EMG Worker, scans read: 2700
2024-01-05_12:26:43:189 EMG Worker, scans read: 2700
2024-01-05_12:26:43:191 EMG Worker, scans read: 2700
2024-01-05_12:26:43:193 EMG Worker, scans read: 2700
2024-01-05_12:26:43:196 EMG Worker, scans read: 2700
2024-01-05_12:26:43:198 EMG Worker, scans read: 2700
2024-01-05_12:26:43:200 EMG Worker, scans read: 2700
2024-01-05_12:26:43:202 EMG Worker, scans read: 2700
2024-01-05_12:26:43:205 EMG Worker, scans read: 2700
2024-01-05_12:26:43:207 EMG Worker, scans read: 2700
2024-01-05_12:26:43:209 EMG Worker, scans read: 2700
2024-01-05_12:26:43:212 EMG Worker, scans read: 2700
2024-01-05_12:26:43:214 EMG Worker, scans read: 2700
2024-01-05_12:26:43:217 EMG Worker, scans read: 2700
2024-01-05_12:26:43:219 EMG Worker, scans read: 2700
2024-01-05_12:26:43:222 EMG Worker, scans read: 2700
2024-01-05_12:26:43:224 EMG Worker, scans read: 2700
2024-01-05_12:26:43:227 EMG Worker, scans read: 2700
2024-01-05_12:26:43:229 EMG Worker, scans read: 2700
2024-01-05_12:26:43:231 EMG Worker, scans read: 2700
2024-01-05_12:26:43:233 EMG Worker, scans read: 2700
2024-01-05_12:26:43:234 EMG Worker, scans read: 2700
2024-01-05_12:26:43:236 EMG Worker, scans read: 2700
2024-01-05_12:26:43:238 EMG Worker, scans read: 2700
2024-01-05_12:26:43:239 EMG Worker, scans read: 2700
2024-01-05_12:26:43:241 EMG Worker, scans read: 2700
2024-01-05_12:26:43:244 EMG Worker, scans read: 2700
2024-01-05_12:26:43:246 EMG Worker, scans read: 2700
2024-01-05_12:26:43:249 EMG Worker, scans read: 2700
2024-01-05_12:26:43:251 EMG Worker, scans read: 2700
2024-01-05_12:26:43:253 EMG Worker, scans read: 2700
2024-01-05_12:26:43:256 EMG Worker, scans read: 2700
2024-01-05_12:26:43:258 EMG Worker, scans read: 2700
2024-01-05_12:26:43:261 EMG Worker, scans read: 2700
2024-01-05_12:26:43:263 EMG Worker, scans read: 2700
2024-01-05_12:26:43:266 EMG Worker, scans read: 2700
2024-01-05_12:26:43:268 EMG Worker, scans read: 2700
2024-01-05_12:26:43:271 EMG Worker, scans read: 2700
2024-01-05_12:26:43:273 EMG Worker, scans read: 2700
2024-01-05_12:26:43:276 EMG Worker, scans read: 2700
2024-01-05_12:26:43:278 EMG Worker, scans read: 2700
2024-01-05_12:26:43:281 EMG Worker, scans read: 2700
2024-01-05_12:26:43:284 EMG Worker, scans read: 2700
2024-01-05_12:26:43:286 EMG Worker, scans read: 2700
2024-01-05_12:26:43:289 EMG Worker, scans read: 2700
2024-01-05_12:26:43:291 EMG Worker, scans read: 2700
2024-01-05_12:26:43:293 EMG Worker, scans read: 2700
2024-01-05_12:26:43:296 EMG Worker, scans read: 2700
2024-01-05_12:26:43:298 EMG Worker, scans read: 2700
2024-01-05_12:26:43:300 EMG Worker, scans read: 2700
2024-01-05_12:26:43:303 EMG Worker, scans read: 2700
2024-01-05_12:26:43:305 EMG Worker, scans read: 2700
2024-01-05_12:26:43:307 EMG Worker, scans read: 2700
2024-01-05_12:26:43:310 EMG Worker, scans read: 2700
2024-01-05_12:26:43:312 EMG Worker, scans read: 2700
2024-01-05_12:26:43:314 EMG Worker, scans read: 2700
2024-01-05_12:26:43:317 EMG Worker, scans read: 2700
2024-01-05_12:26:43:319 EMG Worker, scans read: 2700
2024-01-05_12:26:43:321 EMG Worker, scans read: 2700
2024-01-05_12:26:43:323 EMG Worker, scans read: 2700
2024-01-05_12:26:43:325 EMG Worker, scans read: 2700
2024-01-05_12:26:43:327 EMG Worker, scans read: 2700
2024-01-05_12:26:43:328 EMG Worker, scans read: 2700
2024-01-05_12:26:43:330 EMG Worker, scans read: 2700
2024-01-05_12:26:43:332 EMG Worker, scans read: 2700
2024-01-05_12:26:43:334 EMG Worker, scans read: 2700
2024-01-05_12:26:43:336 EMG Worker, scans read: 2700
2024-01-05_12:26:43:339 EMG Worker, scans read: 2700
2024-01-05_12:26:43:341 EMG Worker, scans read: 2700
2024-01-05_12:26:43:343 EMG Worker, scans read: 2700
2024-01-05_12:26:43:346 EMG Worker, scans read: 2700
2024-01-05_12:26:43:348 EMG Worker, scans read: 2700
2024-01-05_12:26:43:350 EMG Worker, scans read: 2700
2024-01-05_12:26:43:353 EMG Worker, scans read: 2700
2024-01-05_12:26:43:356 EMG Worker, scans read: 2700
2024-01-05_12:26:43:358 EMG Worker, scans read: 2700
2024-01-05_12:26:43:361 EMG Worker, scans read: 2700
2024-01-05_12:26:43:363 EMG Worker, scans read: 2700
2024-01-05_12:26:43:365 EMG Worker, scans read: 2700
2024-01-05_12:26:43:368 EMG Worker, scans read: 2700
2024-01-05_12:26:43:371 EMG Worker, scans read: 2700
2024-01-05_12:26:43:373 EMG Worker, scans read: 2700
2024-01-05_12:26:43:376 EMG Worker, scans read: 2700
2024-01-05_12:26:43:378 EMG Worker, scans read: 2700
2024-01-05_12:26:43:381 EMG Worker, scans read: 2700
2024-01-05_12:26:43:383 EMG Worker, scans read: 2700
2024-01-05_12:26:43:386 EMG Worker, scans read: 2700
2024-01-05_12:26:43:389 EMG Worker, scans read: 2700
2024-01-05_12:26:43:391 EMG Worker, scans read: 2700
2024-01-05_12:26:43:394 EMG Worker, scans read: 2700
2024-01-05_12:26:43:396 EMG Worker, scans read: 2700
2024-01-05_12:26:43:399 EMG Worker, scans read: 2700
2024-01-05_12:26:43:401 EMG Worker, scans available for reading: 1325
2024-01-05_12:26:43:403 EMG Response Time: 6.1265 ms
2024-01-05_12:26:43:404 EMG Worker, scans read: 2700
2024-01-05_12:26:43:406 EMG Worker, scans read: 2700
2024-01-05_12:26:43:409 EMG Worker, scans read: 2700
2024-01-05_12:26:43:411 EMG Worker, scans read: 2700
2024-01-05_12:26:43:414 EMG Worker, scans read: 2700
2024-01-05_12:26:43:416 EMG Worker, scans read: 2700
2024-01-05_12:26:43:419 EMG Worker, scans read: 2700
2024-01-05_12:26:43:421 EMG Worker, scans read: 2700
2024-01-05_12:26:43:424 EMG Worker, scans read: 2700
2024-01-05_12:26:43:426 EMG Worker, scans read: 2700
2024-01-05_12:26:43:428 EMG Worker, scans read: 2700
2024-01-05_12:26:43:431 EMG Worker, scans read: 2700
2024-01-05_12:26:43:433 EMG Worker, scans read: 2700
2024-01-05_12:26:43:435 EMG Worker, scans read: 2700
2024-01-05_12:26:43:438 EMG Worker, scans read: 2700
2024-01-05_12:26:43:440 EMG Worker, scans read: 2700
2024-01-05_12:26:43:442 EMG Worker, scans read: 2700
2024-01-05_12:26:43:445 EMG Worker, scans read: 2700
2024-01-05_12:26:43:448 EMG Worker, scans read: 2700
2024-01-05_12:26:43:451 EMG Worker, scans read: 2700
2024-01-05_12:26:43:454 EMG Worker, scans read: 2700
2024-01-05_12:26:43:456 EMG Worker, scans read: 2700
2024-01-05_12:26:43:458 EMG Worker, scans read: 2700
2024-01-05_12:26:43:460 EMG Worker, scans read: 2700
2024-01-05_12:26:43:462 EMG Worker, scans read: 2700
2024-01-05_12:26:43:464 EMG Worker, scans read: 2700
2024-01-05_12:26:43:466 EMG Worker, scans read: 2700
2024-01-05_12:26:43:469 EMG Worker, scans read: 2700
2024-01-05_12:26:43:471 EMG Worker, scans read: 2700
2024-01-05_12:26:43:474 EMG Worker, scans read: 2700
2024-01-05_12:26:43:476 EMG Worker, scans read: 2700
2024-01-05_12:26:43:478 EMG Worker, scans read: 2700
2024-01-05_12:26:43:481 EMG Worker, scans read: 2700
2024-01-05_12:26:43:483 EMG Worker, scans read: 2700
2024-01-05_12:26:43:485 EMG Worker, scans read: 2700
2024-01-05_12:26:43:488 EMG Worker, scans read: 2700
2024-01-05_12:26:43:490 EMG Worker, scans read: 2700
2024-01-05_12:26:43:492 EMG Worker, scans read: 2700
2024-01-05_12:26:43:494 EMG Worker, scans read: 2700
2024-01-05_12:26:43:496 EMG Worker, scans read: 2700
2024-01-05_12:26:43:498 EMG Worker, scans read: 2700
2024-01-05_12:26:43:499 EMG Worker, scans read: 2700
2024-01-05_12:26:43:501 EMG Worker, scans read: 2700
2024-01-05_12:26:43:503 EMG Worker, scans read: 2700
2024-01-05_12:26:43:504 EMG Worker, scans read: 2700
2024-01-05_12:26:43:506 EMG Worker, scans read: 2700
2024-01-05_12:26:43:508 EMG Worker, scans read: 2700
2024-01-05_12:26:43:510 EMG Worker, scans read: 2700
2024-01-05_12:26:43:513 EMG Worker, scans read: 2700
2024-01-05_12:26:43:515 EMG Worker, scans read: 2700
2024-01-05_12:26:43:517 EMG Worker, scans read: 2700
2024-01-05_12:26:43:519 EMG Worker, scans read: 2700
2024-01-05_12:26:43:521 EMG Worker, scans read: 2700
2024-01-05_12:26:43:523 EMG Worker, scans read: 2700
2024-01-05_12:26:43:525 EMG Worker, scans read: 2700
2024-01-05_12:26:43:526 EMG Worker, scans read: 2700
2024-01-05_12:26:43:528 EMG Worker, scans read: 2700
2024-01-05_12:26:43:530 EMG Worker, scans read: 2700
2024-01-05_12:26:43:531 EMG Worker, scans read: 2700
2024-01-05_12:26:43:533 EMG Worker, scans read: 2700
2024-01-05_12:26:43:535 EMG Worker, scans read: 2700
2024-01-05_12:26:43:537 EMG Worker, scans read: 2700
2024-01-05_12:26:43:538 EMG Worker, scans read: 2700
2024-01-05_12:26:43:541 EMG Worker, scans read: 2700
2024-01-05_12:26:43:543 EMG Worker, scans read: 2700
2024-01-05_12:26:43:546 EMG Worker, scans read: 2700
2024-01-05_12:26:43:548 EMG Worker, scans read: 2700
2024-01-05_12:26:43:551 EMG Worker, scans read: 2700
2024-01-05_12:26:43:553 EMG Worker, scans read: 2700
2024-01-05_12:26:43:555 EMG Worker, scans read: 2700
2024-01-05_12:26:43:557 EMG Worker, scans read: 2700
2024-01-05_12:26:43:559 EMG Worker, scans read: 2700
2024-01-05_12:26:43:561 EMG Worker, scans read: 2700
2024-01-05_12:26:43:562 EMG Worker, scans read: 2700
2024-01-05_12:26:43:564 EMG Worker, scans read: 2700
2024-01-05_12:26:43:566 EMG Worker, scans read: 2700
2024-01-05_12:26:43:568 EMG Worker, scans read: 2700
2024-01-05_12:26:43:570 EMG Worker, scans read: 2700
2024-01-05_12:26:43:573 EMG Worker, scans read: 2700
2024-01-05_12:26:43:576 EMG Worker, scans read: 2700
2024-01-05_12:26:43:578 EMG Worker, scans read: 2700
2024-01-05_12:26:43:581 EMG Worker, scans read: 2700
2024-01-05_12:26:43:583 EMG Worker, scans read: 2700
2024-01-05_12:26:43:586 EMG Worker, scans read: 2700
2024-01-05_12:26:43:588 EMG Worker, scans read: 2700
2024-01-05_12:26:43:591 EMG Worker, scans read: 2700
2024-01-05_12:26:43:593 EMG Worker, scans read: 2700
2024-01-05_12:26:43:595 EMG Worker, scans read: 2700
2024-01-05_12:26:43:598 EMG Worker, scans read: 2700
2024-01-05_12:26:43:600 EMG Worker, scans read: 2700
2024-01-05_12:26:43:603 EMG Worker, scans read: 2700
2024-01-05_12:26:43:605 EMG Worker, scans read: 2700
2024-01-05_12:26:43:607 EMG Worker, scans read: 2700
2024-01-05_12:26:43:609 EMG Worker, scans read: 2700
2024-01-05_12:26:43:611 EMG Worker, scans read: 2700
2024-01-05_12:26:43:613 EMG Worker, scans read: 2700
2024-01-05_12:26:43:615 EMG Worker, scans read: 2700
2024-01-05_12:26:43:617 EMG Worker, scans read: 2700
2024-01-05_12:26:43:620 EMG Worker, scans read: 2700
2024-01-05_12:26:43:622 EMG Worker, scans read: 2700
2024-01-05_12:26:43:625 EMG Worker, scans read: 2700
2024-01-05_12:26:43:629 EMG Worker, scans read: 2700
2024-01-05_12:26:43:631 EMG Worker, scans read: 2700
2024-01-05_12:26:43:634 EMG Worker, scans read: 2700
2024-01-05_12:26:43:637 EMG Worker, scans read: 2700
2024-01-05_12:26:43:640 EMG Worker, scans read: 2700
2024-01-05_12:26:43:642 EMG Worker, scans read: 2700
2024-01-05_12:26:43:644 EMG Worker, scans read: 2700
2024-01-05_12:26:43:646 EMG Worker, scans read: 2700
2024-01-05_12:26:43:648 EMG Worker, scans read: 2700
2024-01-05_12:26:43:650 EMG Worker, scans read: 2700
2024-01-05_12:26:43:654 EMG Worker, scans read: 2700
2024-01-05_12:26:43:657 EMG Worker, scans read: 2700
2024-01-05_12:26:43:661 EMG Worker, scans read: 2700
2024-01-05_12:26:43:664 EMG Worker, scans read: 2700
2024-01-05_12:26:43:666 EMG Worker, scans read: 2700
2024-01-05_12:26:43:669 EMG Worker, scans read: 2700
2024-01-05_12:26:43:672 EMG Worker, scans read: 2700
2024-01-05_12:26:43:674 EMG Worker, scans read: 2700
2024-01-05_12:26:43:677 EMG Worker, scans read: 2700
2024-01-05_12:26:43:680 EMG Worker, scans read: 2700
2024-01-05_12:26:43:683 EMG Worker, scans read: 2700
2024-01-05_12:26:43:685 EMG Worker, scans read: 2700
2024-01-05_12:26:43:687 EMG Worker, scans read: 2700
2024-01-05_12:26:43:688 EMG Worker, scans read: 2700
2024-01-05_12:26:43:691 EMG Worker, scans read: 2700
2024-01-05_12:26:43:694 EMG Worker, scans read: 2700
2024-01-05_12:26:43:697 EMG Worker, scans read: 2700
2024-01-05_12:26:43:701 EMG Worker, scans read: 2700
2024-01-05_12:26:43:704 EMG Worker, scans read: 2700
2024-01-05_12:26:43:708 EMG Worker, scans read: 2700
2024-01-05_12:26:43:711 EMG Worker, scans read: 2700
2024-01-05_12:26:43:714 EMG Worker, scans read: 2700
2024-01-05_12:26:43:717 EMG Worker, scans read: 2700
2024-01-05_12:26:43:719 EMG Worker, scans read: 2700
2024-01-05_12:26:43:722 EMG Worker, scans read: 2700
2024-01-05_12:26:43:725 EMG Worker, scans read: 2700
2024-01-05_12:26:43:727 EMG Worker, scans read: 2700
2024-01-05_12:26:43:730 EMG Worker, scans read: 2700
2024-01-05_12:26:43:733 EMG Worker, scans read: 2700
2024-01-05_12:26:43:735 EMG Worker, scans read: 2700
2024-01-05_12:26:43:737 EMG Worker, scans read: 2700
2024-01-05_12:26:43:740 EMG Worker, scans read: 2700
2024-01-05_12:26:43:742 EMG Worker, scans read: 2700
2024-01-05_12:26:43:745 EMG Worker, scans read: 2700
2024-01-05_12:26:43:748 EMG Worker, scans read: 2700
2024-01-05_12:26:43:751 EMG Worker, scans read: 2700
2024-01-05_12:26:43:753 EMG Worker, scans read: 2700
2024-01-05_12:26:43:756 EMG Worker, scans read: 2700
2024-01-05_12:26:43:759 EMG Worker, scans read: 2700
2024-01-05_12:26:43:762 EMG Worker, scans read: 2700
2024-01-05_12:26:43:766 EMG Worker, scans read: 2700
2024-01-05_12:26:43:768 EMG Worker, scans read: 2700
2024-01-05_12:26:43:770 EMG Worker, scans read: 2700
2024-01-05_12:26:43:772 EMG Worker, scans read: 2700
2024-01-05_12:26:43:774 EMG Worker, scans read: 2700
2024-01-05_12:26:43:777 EMG Worker, scans read: 2700
2024-01-05_12:26:43:779 EMG Worker, scans read: 2700
2024-01-05_12:26:43:782 EMG Worker, scans read: 2700
2024-01-05_12:26:43:785 EMG Worker, scans read: 2700
2024-01-05_12:26:43:788 EMG Worker, scans read: 2700
2024-01-05_12:26:43:791 EMG Worker, scans read: 2700
2024-01-05_12:26:43:794 EMG Worker, scans read: 2700
2024-01-05_12:26:43:797 EMG Worker, scans read: 2700
2024-01-05_12:26:43:800 EMG Worker, scans read: 2700
2024-01-05_12:26:43:803 EMG Worker, scans read: 2700
2024-01-05_12:26:43:806 EMG Worker, scans read: 2700
2024-01-05_12:26:43:808 EMG Worker, scans read: 2700
2024-01-05_12:26:43:809 EMG Worker, scans read: 2700
2024-01-05_12:26:43:811 EMG Worker, scans read: 2700
2024-01-05_12:26:43:814 EMG Worker, scans read: 2700
2024-01-05_12:26:43:816 EMG Worker, scans read: 2700
2024-01-05_12:26:43:818 EMG Worker, scans read: 2700
2024-01-05_12:26:43:820 EMG Worker, scans read: 2700
2024-01-05_12:26:43:822 EMG Worker, scans read: 2700
2024-01-05_12:26:43:824 EMG Worker, scans read: 2700
2024-01-05_12:26:43:826 EMG Worker, scans read: 2700
2024-01-05_12:26:43:829 EMG Worker, scans read: 2700
2024-01-05_12:26:43:832 EMG Worker, scans read: 2700
2024-01-05_12:26:43:834 EMG Worker, scans read: 2700
2024-01-05_12:26:43:837 EMG Worker, scans read: 2700
2024-01-05_12:26:43:839 EMG Worker, scans read: 2700
2024-01-05_12:26:43:842 EMG Worker, scans read: 2700
2024-01-05_12:26:43:845 EMG Worker, scans read: 2700
2024-01-05_12:26:43:847 EMG Worker, scans read: 2700
2024-01-05_12:26:43:848 EMG Worker, scans read: 2700
2024-01-05_12:26:43:851 EMG Worker, scans read: 2700
2024-01-05_12:26:43:854 EMG Worker, scans read: 2700
2024-01-05_12:26:43:856 EMG Worker, scans read: 2700
2024-01-05_12:26:43:858 EMG Worker, scans read: 2700
2024-01-05_12:26:43:860 EMG Worker, scans read: 2700
2024-01-05_12:26:43:863 EMG Worker, scans read: 2700
2024-01-05_12:26:43:865 EMG Worker, scans read: 2700
2024-01-05_12:26:43:868 EMG Worker, scans read: 2700
2024-01-05_12:26:43:871 EMG Worker, scans read: 2700
2024-01-05_12:26:43:873 EMG Worker, scans read: 2700
2024-01-05_12:26:43:876 EMG Worker, scans read: 2700
2024-01-05_12:26:43:879 EMG Worker, scans read: 2700
2024-01-05_12:26:43:881 EMG Worker, scans read: 2700
2024-01-05_12:26:43:885 EMG Worker, scans read: 2700
2024-01-05_12:26:43:889 EMG Worker, scans read: 2700
2024-01-05_12:26:43:892 EMG Worker, scans read: 2700
2024-01-05_12:26:43:895 EMG Worker, scans read: 2700
2024-01-05_12:26:43:897 EMG Worker, scans read: 2700
2024-01-05_12:26:43:899 EMG Worker, scans read: 2700
2024-01-05_12:26:43:903 EMG Worker, scans read: 2700
2024-01-05_12:26:43:905 EMG Worker, scans read: 2700
2024-01-05_12:26:43:907 EMG Worker, scans read: 2700
2024-01-05_12:26:43:909 EMG Worker, scans read: 2700
2024-01-05_12:26:43:910 EMG Worker, scans read: 2700
2024-01-05_12:26:43:913 EMG Worker, scans read: 2700
2024-01-05_12:26:43:916 EMG Worker, scans read: 2700
2024-01-05_12:26:43:919 EMG Worker, scans read: 2700
2024-01-05_12:26:43:921 EMG Worker, scans read: 2700
2024-01-05_12:26:43:923 EMG Worker, scans read: 2700
2024-01-05_12:26:43:926 EMG Worker, scans read: 2700
2024-01-05_12:26:43:929 EMG Worker, scans read: 2700
2024-01-05_12:26:43:930 EMG Worker, scans read: 2700
2024-01-05_12:26:43:933 EMG Worker, scans read: 2700
2024-01-05_12:26:43:935 EMG Worker, scans read: 2700
2024-01-05_12:26:43:937 EMG Worker, scans read: 2700
2024-01-05_12:26:43:939 EMG Worker, scans read: 2700
2024-01-05_12:26:43:942 EMG Worker, scans read: 2700
2024-01-05_12:26:43:944 EMG Worker, scans read: 2700
2024-01-05_12:26:43:947 EMG Worker, scans read: 2700
2024-01-05_12:26:43:949 EMG Worker, scans available for reading: 1100
2024-01-05_12:26:43:952 EMG Response Time: 5.9353 ms
2024-01-05_12:26:43:953 EMG Worker, scans read: 2700
2024-01-05_12:26:43:955 EMG Worker, scans read: 2700
2024-01-05_12:26:43:958 EMG Worker, scans read: 2700
2024-01-05_12:26:43:961 EMG Worker, scans read: 2700
2024-01-05_12:26:43:963 EMG Worker, scans read: 2700
2024-01-05_12:26:43:965 EMG Worker, scans read: 2700
2024-01-05_12:26:43:967 EMG Worker, scans read: 2700
2024-01-05_12:26:43:969 EMG Worker, scans read: 2700
2024-01-05_12:26:43:971 EMG Worker, scans read: 2700
2024-01-05_12:26:43:973 EMG Worker, scans read: 2700
2024-01-05_12:26:43:975 EMG Worker, scans read: 2700
2024-01-05_12:26:43:977 EMG Worker, scans read: 2700
2024-01-05_12:26:43:979 EMG Worker, scans read: 2700
2024-01-05_12:26:43:981 EMG Worker, scans read: 2700
2024-01-05_12:26:43:983 EMG Worker, scans read: 2700
2024-01-05_12:26:43:985 EMG Worker, scans read: 2700
2024-01-05_12:26:43:987 EMG Worker, scans read: 2700
2024-01-05_12:26:43:989 EMG Worker, scans read: 2700
2024-01-05_12:26:43:991 EMG Worker, scans read: 2700
2024-01-05_12:26:43:994 EMG Worker, scans read: 2700
2024-01-05_12:26:43:996 EMG Worker, scans read: 2700
2024-01-05_12:26:43:998 EMG Worker, scans read: 2700
2024-01-05_12:26:44:000 EMG Worker, scans read: 2700
2024-01-05_12:26:44:002 EMG Worker, scans read: 2700
2024-01-05_12:26:44:003 EMG Worker, scans read: 2700
2024-01-05_12:26:44:005 EMG Worker, scans read: 2700
2024-01-05_12:26:44:008 EMG Worker, scans read: 2700
2024-01-05_12:26:44:010 EMG Worker, scans read: 2700
2024-01-05_12:26:44:014 EMG Worker, scans read: 2700
2024-01-05_12:26:44:016 EMG Worker, scans read: 2700
2024-01-05_12:26:44:018 EMG Worker, scans read: 2700
2024-01-05_12:26:44:020 EMG Worker, scans read: 2700
2024-01-05_12:26:44:022 EMG Worker, scans read: 2700
2024-01-05_12:26:44:024 EMG Worker, scans read: 2700
2024-01-05_12:26:44:026 EMG Worker, scans read: 2700
2024-01-05_12:26:44:029 EMG Worker, scans read: 2700
